,company,company_location,review_date,country_of_bean_origin,specific_bean_or_bar_origin,cocoa_percent,ingredients,most_memorable_characteristics,rating,Rating Category,cocoa_percent_classification
1211,Holy Cacao,Israel,2015,Venezuela,Mara,0.7,"4- B,S,C,L","muted, fatty, nutty",3.5,Highly Recommended,Bittersweet and Dark
1212,Holy Cacao,Israel,2016,Peru,Maranon,0.7,"4- B,S,C,L","sour, raw, green",2.75,Disapointing,Bittersweet and Dark
1213,Honest,South Africa,2014,Ecuador,"Ecuador, w/ nibs, batch 140224-1",0.72,"2- B,S*","true to sugar, green, fatty",2.5,Disapointing,Bittersweet and Dark
1214,Hotel Chocolat,U.K.,2013,St. Lucia,"Marcial, single Cote, 2012",0.7,"2- B,S",cardamon,4.0,Outstanding,Bittersweet and Dark
1215,Hotel Chocolat,U.K.,2013,St. Lucia,"Island Growers, 2012, 120hr c., batch 13080",1.0,,"pastey, bitter, unfixable",1.75,Unpleasant,Unsweetened
1216,Hotel Chocolat,U.K.,2015,St. Lucia,"Pepiniere, single Cote",0.7,"2- B,S","smoke, cocoa, fruit, fuel",2.75,Disapointing,Bittersweet and Dark
1217,Hotel Chocolat,U.K.,2018,Colombia,"Sierra Nevada, Cienaga",0.75,"4- B,S,C,L","dry, woody, dried fruit",2.75,Disapointing,Bittersweet and Dark
1218,Hotel Chocolat,U.K.,2019,Honduras,Copan,0.72,"4- B,S,C,L","sour raisin, woody, fatty",3.0,Recommended,Bittersweet and Dark
1219,Hotel Chocolat,U.K.,2019,Tanzania,Kilombero Valley,0.8,"4- B,S,C,L","fatty, mild bitter, banana",3.0,Recommended,Bittersweet and Dark
1220,Hotel Chocolat (Coppeneur),U.K.,2008,St. Lucia,St. Lucia,0.72,"3- B,S,C","grassy, tobacco, intense",3.0,Recommended,Bittersweet and Dark
1221,Hotel Chocolat (Coppeneur),U.K.,2008,Uganda,Uganda,0.8,,"charred, espresso",2.5,Disapointing,Bittersweet and Dark
1222,Hotel Chocolat (Coppeneur),U.K.,2008,Tanzania,Tanzania,0.75,"4- B,S,C,L","sandy, sweet, mild cocoa",2.75,Disapointing,Bittersweet and Dark
1223,Hotel Chocolat (Coppeneur),U.K.,2008,Sao Tome,Uba Budo,0.72,"4- B,S,C,L","fungal, mushroom, mild burn",3.0,Recommended,Bittersweet and Dark
1224,Hotel Chocolat (Coppeneur),U.K.,2010,Ecuador,Ecuador,0.7,,"spicy, sour, burning",2.75,Disapointing,Bittersweet and Dark
1225,Hotel Chocolat (Coppeneur),U.K.,2010,Dominican Republic,Santo Domingo,0.7,,"earthy, woody, sour mint",3.0,Recommended,Bittersweet and Dark
1226,Hotel Chocolat (Coppeneur),U.K.,2010,Venezuela,Chuao,0.7,"4- B,S,C,L","ashey, woody, bright red",2.75,Disapointing,Bittersweet and Dark
1227,Hotel Chocolat (Coppeneur),U.K.,2011,Ecuador,"Los Rios, H. Iara, 96hr c.",0.8,"4- B,S,C,L","mild bitter, floral",3.0,Recommended,Bittersweet and Dark
1228,Hotel Chocolat (Coppeneur),U.K.,2011,St. Lucia,"Island Growers, 120hr c.",0.65,"4- B,S,C,L","woody, nutty, short",3.0,Recommended,Semi-sweet and Dark
1229,Hotel Chocolat (Coppeneur),U.K.,2011,St. Lucia,"Island Growers, 96hr c.",0.65,"4- B,S,C,L","sweet, cocoa, grassy",3.25,Recommended,Semi-sweet and Dark
1230,Hotel Chocolat (Coppeneur),U.K.,2012,Madagascar,Sambirano,0.66,"4- B,S,V,L","sweet, red berry, sour",3.5,Highly Recommended,Semi-sweet and Dark
1231,Hotel Chocolat (Coppeneur),U.K.,2013,Trinidad,Trinidad,0.75,"4- B,S,C,L","sandy, vegetal, sour",3.0,Recommended,Bittersweet and Dark
1232,Hotel Chocolat (Coppeneur),U.K.,2013,Vietnam,Mekong Delta & Dong Nai,0.8,"4- B,S,C,L","tart, fruity, intense",3.5,Highly Recommended,Bittersweet and Dark
1233,Hotel Chocolat (Coppeneur),U.K.,2013,Ecuador,"Los Rios, H. Iara",0.9,"2- B,S","oily, leathery, intense bitter",3.0,Recommended,Very Bitter and Extra Dark
1234,Hotel Chocolat (Coppeneur),U.K.,2013,Madagascar,"Somia Plantation, Akesson, 2012, Rabot",0.72,"4- B,S,C,L","nutty, mild coffee",3.0,Recommended,Bittersweet and Dark
1235,Hotel Chocolat (Coppeneur),U.K.,2013,Ecuador,"Los Rios, H. Iara, 2012",0.82,"2- B,S","oily, spicy, sl. Burnt",3.5,Highly Recommended,Bittersweet and Dark
1236,Hotel Chocolat (Coppeneur),U.K.,2013,Peru,"Chanchamayo, Pichanadi, 2012, 60hr c., b.13092",1.0,,"spice,cocoa, tolerable bitter",2.75,Disapointing,Unsweetened
1237,Hotel Chocolat (Coppeneur),U.K.,2013,Ecuador,"Los Rios, H. Iara, 2012, 120hr c., batch 13092",1.0,1- B,"candy,uncontrolled bitterness",2.5,Disapointing,Unsweetened
1238,Hotel Chocolat (Coppeneur),U.K.,2013,Dominican Republic,"Conacado, 2012, 120hr c.batch 13092",1.0,,"trop. Fruit, coffee, bitter",2.75,Disapointing,Unsweetened
1239,Hummingbird,Canada,2013,Venezuela,"Ocumare, Cumboto, batch 16",0.7,"3- B,S,C","fatty, gritty, roasty",3.25,Recommended,Bittersweet and Dark
1240,Hummingbird,Canada,2013,Venezuela,"Amazonas, batch 14",0.7,"3- B,S,C","nutty, coffee, rich",3.75,Highly Recommended,Bittersweet and Dark
1241,Hummingbird,Canada,2014,Bolivia,"Bolivia, batch 85",0.7,"3- B,S,C","intense, cherry, metallic",3.0,Recommended,Bittersweet and Dark
1242,Hummingbird,Canada,2014,Bolivia,"Bolivia, Bo-nib-ia, w/ nibs, batch 78",0.7,"3- B,S,C","woody, floral, metallic",3.0,Recommended,Bittersweet and Dark
1243,Hummingbird,Canada,2014,Nicaragua,"Momotombo, batch 74",0.7,"3- B,S,C","earthy, metallic edge",3.0,Recommended,Bittersweet and Dark
1244,Hummingbird,Canada,2014,Dominican Republic,"Hispaniola, batch 73",0.7,"3- B,S,C","raisins, rich choco",3.75,Highly Recommended,Bittersweet and Dark
1245,Hummingbird,Canada,2014,Dominican Republic,Zorzal Reserva w/ Charles Kerchner,0.7,"3- B,S,C","spicy, mild fruit, fatty",3.5,Highly Recommended,Bittersweet and Dark
1246,Hummingbird,Canada,2015,Vietnam,Lam Dong,0.7,"3- B,S,C","spicy, mild roasty",3.5,Highly Recommended,Bittersweet and Dark
1247,Idilio (Felchlin),Switzerland,2011,Venezuela,Coopertiva Amazona,0.72,"3- B,S,C","creamy, cocoa, lemon",3.75,Highly Recommended,Bittersweet and Dark
1248,Idilio (Felchlin),Switzerland,2011,Venezuela,"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",0.72,"3- B,S,C","creamy, roasted nuts, fatty",3.75,Highly Recommended,Bittersweet and Dark
1249,Idilio (Felchlin),Switzerland,2011,Venezuela,"Choroni, Finca Torres, 48hr c.",0.72,"3- B,S,C","creamy, sour, raisin",3.25,Recommended,Bittersweet and Dark
1250,Idilio (Felchlin),Switzerland,2011,Venezuela,"Ocumare, H. Cata, 48hr c.",0.72,"3- B,S,C","creamy, nutty, cocoa",3.75,Highly Recommended,Bittersweet and Dark
1251,Idilio (Felchlin),Switzerland,2011,Venezuela,"Porcelana, Zulia",0.74,"3- B,S,C","creamy, nutty, delicate fruit",4.0,Outstanding,Bittersweet and Dark
1252,Idilio (Felchlin),Switzerland,2011,Venezuela,"Ocumare, H. Cata, w/ nibs",0.72,"3- B,S,C","creamy, nutty, muted",3.5,Highly Recommended,Bittersweet and Dark
1253,Idilio (Felchlin),Switzerland,2011,Venezuela,"Carenero Superior, Urrutia, Barlovento",0.7,"3- B,S,C","creamy, nutty, fruity",4.0,Outstanding,Bittersweet and Dark
1254,Idilio (Felchlin),Switzerland,2011,Venezuela,Coopertiva Amazona w/ nibs,0.72,"3- B,S,C","peanut, coffee, cocoa, bread",4.0,Outstanding,Bittersweet and Dark
1255,Idilio (Felchlin),Switzerland,2011,Venezuela,"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",0.72,"3- B,S,C","creamy, nutty, earthy",4.0,Outstanding,Bittersweet and Dark
1256,Idilio (Felchlin),Switzerland,2013,Venezuela,"Chuao, (Choroni, Ven.)",0.72,"3- B,S,C","fatty, rich, berry notes",3.75,Highly Recommended,Bittersweet and Dark
1257,Indah,India,2016,India,India (south),0.61,"4- B,S,C,L","sour, sweet, rubber",2.5,Disapointing,Semi-sweet and Dark
1258,Indi,U.S.A.,2014,Honduras,Honduras,0.77,"3- B,S,C","buttery, intense, spice, roasty",3.0,Recommended,Bittersweet and Dark
1259,Indi,U.S.A.,2017,Vietnam,Lam Dong,0.72,"3- B,S,C","molasses, roasty",3.25,Recommended,Bittersweet and Dark
1260,iQ Chocolate,Scotland,2012,Peru,"Satipo region, white label",0.72,"4- B,S*,C,L","very sandy, sweet, spicy",2.75,Disapointing,Bittersweet and Dark
1261,iQ Chocolate,Scotland,2012,Peru,black label,0.72,"4- B,S*,C,L","sandy, caramel",3.0,Recommended,Bittersweet and Dark
1262,Isidro,U.S.A.,2014,Madagascar,"Madagascar, batch 27",0.72,"2- B,S","intense, tart, earthy",3.5,Highly Recommended,Bittersweet and Dark
1263,Isidro,U.S.A.,2014,Peru,"Peru, batch 25",0.72,"2- B,S","off notes, pungent",2.25,Disapointing,Bittersweet and Dark
1264,Isidro,U.S.A.,2014,Belize,"Belize, batch 26",0.72,"2- B,S","mild metallic, spice, tea",3.25,Recommended,Bittersweet and Dark
1265,Isidro,U.S.A.,2014,Dominican Republic,"Dominican Republic, batch 30",0.72,"2- B,S","roasty, nutty, spicy",3.25,Recommended,Bittersweet and Dark
1266,Islands Chocolate,St.Vincent-Grenadines,2018,St.Vincent-Grenadines,Perseverance E.,0.72,"4- B,S,C,L","woody, meaty, vegetal",2.75,Disapointing,Bittersweet and Dark
1267,Izard,U.S.A.,2015,Belize,"Maya Mountain, Toledo, Batch 29",0.7,"2- B,S","intense, cherry, rich, metallic",3.5,Highly Recommended,Bittersweet and Dark
1268,Izard,U.S.A.,2015,Dominican Republic,"Elvesia P., Batch 32",0.7,"2- B,S","intense, molasses, fruit",2.75,Disapointing,Bittersweet and Dark
1269,Jacque Torres,U.S.A.,2006,Ghana,Trinatario Treasure,0.71,"5- B,S,C,V,L","gritty, unrefined, off notes",2.0,Disapointing,Bittersweet and Dark
1270,Jean Marie Auboine,U.S.A.,2018,Venezuela,"Venezuela, batch 107",0.72,"3- B,S,C","sandy, sweet",3.25,Recommended,Bittersweet and Dark
1271,Johnny Iuzzini,U.S.A.,2017,Venezuela,"Ocumare, Cuyagua",0.72,"3- B,S,C","dairy, nutty, butterscotch",3.5,Highly Recommended,Bittersweet and Dark
1272,Johnny Iuzzini,U.S.A.,2017,Jamaica,Mount Pleasant,0.67,"4- B,S,C,L","candy like, sweet, dairy",3.0,Recommended,Semi-sweet and Dark
1273,Johnny Iuzzini,U.S.A.,2017,Peru,"San Martin, Oro Verde",0.75,"4- B,S,C,L","floral, tobacco, candied",3.0,Recommended,Bittersweet and Dark
1274,Johnny Iuzzini,U.S.A.,2017,Vietnam,"Tien Giang, Mekong Delta",0.65,"4- B,S,C,L","sweet, fruity, vanilla",3.5,Highly Recommended,Semi-sweet and Dark
1275,Johnny Iuzzini,U.S.A.,2017,Ecuador,Camino Verde P.,0.7,"4- B,S,C,L","floral, bourbon, salt",3.5,Highly Recommended,Bittersweet and Dark
1276,Johnny Iuzzini,U.S.A.,2017,Madagascar,"Sambirano Valley, Batch 7",0.68,"5- B,S,C,V,L","vanilla, gateway",3.5,Highly Recommended,Semi-sweet and Dark
1277,Johnny Iuzzini,U.S.A.,2017,Ecuador,"Costa Esmeralda, Batch 30",0.78,"4- B,S,C,L","full bodied, floral",3.75,Highly Recommended,Bittersweet and Dark
1278,Johnny Iuzzini,U.S.A.,2018,India,"Anamalai, batch 8",0.66,"4- B,S,C,L","gritty, coffee, sweet, hammy",3.0,Recommended,Semi-sweet and Dark
1279,Johnny Iuzzini,U.S.A.,2018,Colombia,"Tumaco, batch 2",0.73,"4- B,S,C,L","complex, bold, gritty",3.25,Recommended,Bittersweet and Dark
1280,Johnny Iuzzini,U.S.A.,2018,Trinidad,"Tabaquite, batch 12",0.8,"4- B,S,C,L","bold, spice, sour fruit, gritty",3.25,Recommended,Bittersweet and Dark
1281,Jordis,Czech Republic,2015,Madagascar,Madagascar,0.63,"2- B,S","off note, vanilla, basic cocoa",2.75,Disapointing,Semi-sweet and Dark
1282,Jordis,Czech Republic,2020,Venezuela,Chuao,0.75,"3- B,S,C","harsh, burnt nuts, powdery",2.75,Disapointing,Bittersweet and Dark
1283,Kad Kokoa,Thailand,2018,Thailand,Chantaburi,0.7,"3- B,S,C","nutty, cocoa, sour veggie",3.5,Highly Recommended,Bittersweet and Dark
1284,Kad Kokoa,Thailand,2018,Thailand,Chumphon,0.7,"3- B,S,C","floral, earthy, grassy",3.0,Recommended,Bittersweet and Dark
1285,Kad Kokoa,Thailand,2018,Thailand,Chiang Mai,0.7,"3- B,S,C","herbal, tea-like",3.5,Highly Recommended,Bittersweet and Dark
1286,Kad Kokoa,Thailand,2018,Thailand,Prachuap Khiri Khan,0.7,"3- B,S,C",brownie,3.75,Highly Recommended,Bittersweet and Dark
1287,Kah Kow,Dominican Republic,2013,Dominican Republic,"Rizek Cacao, Cibao Valley, Rizek",0.7,"5- B,S,C,V,L","raisins, prunes",3.5,Highly Recommended,Bittersweet and Dark
1288,Kah Kow,Dominican Republic,2013,Dominican Republic,"Rizek Cacao, Domin. Rep.",0.82,"5- B,S,C,V,L","nutty, sour milk, off note",3.0,Recommended,Bittersweet and Dark
1289,Kah Kow,Dominican Republic,2013,Dominican Republic,"Rizek Cacao, Domin. Rep.",0.55,"5- B,S,C,V,L","very sweet, basic cocoa",3.25,Recommended,Sweet and Mild
1290,Kah Kow,Dominican Republic,2013,Dominican Republic,"Rizek Cacao, Domin. Rep.",0.62,"5- B,S,C,V,L","candy-like, peanut butter",3.25,Recommended,Semi-sweet and Dark
1291,Kah Kow,U.S.A.,2020,Dominican Republic,"Tireo, Rizek Historical Selection, single estate",0.68,"4- B,S,C,L","rich cocoa, dried fruit, roasty",3.75,Highly Recommended,Semi-sweet and Dark
1292,Kah Kow,U.S.A.,2020,Dominican Republic,"La Magdalena, Rizek Historical S., single estate",0.7,"3- B,S,C","light color, nutty, caramel",3.75,Highly Recommended,Bittersweet and Dark
1293,Kah Kow,U.S.A.,2020,Dominican Republic,"West Indian, Rizek Historical S.",0.67,"4- B,S,C,L","banana, fall spices, earthy",3.75,Highly Recommended,Semi-sweet and Dark
1294,Kah Kow,U.S.A.,2022,Dominican Republic,El Ramonal,0.8,"3- B,S,C","dried fruit, bitter, rubbery",3.25,Recommended,Bittersweet and Dark
1295,Kah Kow - USA,Dominican Republic,2019,Dominican Republic,Mata Larga,0.715,"3- B,S,C","creamy, balanced, fig, cocoa",3.5,Highly Recommended,Bittersweet and Dark
1296,Kah Kow - USA,Dominican Republic,2019,Dominican Republic,El Antiguo (Monet Plata & Duarte ),0.7,"3- B,S,C","sandy, sweet, acidic",3.0,Recommended,Bittersweet and Dark
1297,Kah Kow - USA,Dominican Republic,2019,Dominican Republic,"Dominican Nacional, Collection 01",0.68,"4- B,S,C,L","creamy, floral, dried fruit",3.75,Highly Recommended,Semi-sweet and Dark
1298,Kah Kow - USA,U.S.A.,2019,Dominican Republic,"El Valle, Collection 01, Rizek",0.72,"4- B,S,C,L","creamy, black tea, vegetal",3.0,Recommended,Bittersweet and Dark
1299,Kah Kow - USA,U.S.A.,2019,Dominican Republic,"Los Bejucos, Collection 01, Rizek",0.65,"4- B,S,C,L","creamy, distinct, dried fruit",3.75,Highly Recommended,Semi-sweet and Dark
1300,Kah Kow - USA,U.S.A.,2022,Dominican Republic,"Tireo, light roast, Chi Bui collab",0.72,"4- B,S,C,L","floral, woody, cocoa, creamy",3.5,Highly Recommended,Bittersweet and Dark
1301,Kah Kow - USA,U.S.A.,2022,Dominican Republic,"Tireo, medium roast, Chi Bui collab",0.72,"4- B,S,C,L",cocoa with hint of melon,4.0,Outstanding,Bittersweet and Dark
1302,Kah Kow - USA,U.S.A.,2022,Dominican Republic,Los Bejucos,0.72,"4- B,S,C,L","honey, molasses, cream, woody",3.5,Highly Recommended,Bittersweet and Dark
1303,Kaitxo,Spain,2019,Tanzania,"Morogoro, Kamili, Kilombero Valley, batch 13",0.75,"3- B,S,C","base cocoa, fruit, fatty",3.25,Recommended,Bittersweet and Dark
1304,Kaitxo,Spain,2019,Nicaragua,"San Juan Coop, El Castillero",0.75,"3- B,S,C","spicy, tobacco",3.0,Recommended,Bittersweet and Dark
1305,Kaitxo,Spain,2019,Peru,"Chulucanas, Piura, Cesar Vallejo-farmer",0.75,"3- B,S,C","muted, grapes, astringent",3.0,Recommended,Bittersweet and Dark
1306,Kakao,Germany,2009,Vanuatu,Vanuatu,0.65,,"cocoa, strong distinct spice",3.75,Highly Recommended,Semi-sweet and Dark
1307,Kakao,Germany,2012,Peru,Peru,0.64,,"chewy, vanilla, metallic",2.5,Disapointing,Semi-sweet and Dark
1308,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Sisa 36hr/ W. F. blend prototype,0.7,"4- B,S,C,V","creamy, mild marshmallow",3.0,Recommended,Bittersweet and Dark
1309,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Sisa's Secret/ original micro,0.7,"4- B,S,C,V","intense, mint, marshmallow",3.5,Highly Recommended,Bittersweet and Dark
1310,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Roberto,0.75,"4- B,S,C,V","sweet, vanilla, coffee",2.75,Disapointing,Bittersweet and Dark
1311,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Diego/ original micro,0.85,"4- B,S,C,V","crumbly, vanilla, bitter",2.5,Disapointing,Bittersweet and Dark
1312,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Diego 48hr/ W.F. blend prototype,0.85,"4- B,S,C,V","creamy, nutty, bitter, flat",2.75,Disapointing,Bittersweet and Dark
1313,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Diego 60hr/ W.F. blend prototype,0.85,"4- B,S,C,V","spicy, mild bitter",3.0,Recommended,Bittersweet and Dark
1314,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Cacao Nacional W.F.,0.75,"4- B,S,C,V","grassy, earthy, coffee",2.5,Disapointing,Bittersweet and Dark
1315,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Cacao Nacional W.F.,0.85,"4- B,S,C,V","fruity,floral,cooling sensation",3.0,Recommended,Bittersweet and Dark
1316,Kaoka (Cemoi),France,2009,Blend,Noir,0.7,,mild bitter and chemical off,2.75,Disapointing,Bittersweet and Dark
1317,Kaoka (Cemoi),France,2009,Ecuador,Ecuador,0.8,,"spicy, floral, bitter",2.75,Disapointing,Bittersweet and Dark
1318,Kasama,Canada,2021,Philippines,"Davao, Mindanao, batch 24",0.7,"3- B,S,C","licorice, melon",3.25,Recommended,Bittersweet and Dark
1319,Kasama,Canada,2021,Papua New Guinea,"Karkar Island, Madong, batch 34",0.7,"3- B,S,C","plum, molasses",3.5,Highly Recommended,Bittersweet and Dark
1320,Kerchner,U.S.A.,2013,Dominican Republic,"La Red, Project Reserva, Guaconejo",0.7,"3- B,S,C","fatty, dark berry, grassy",3.75,Highly Recommended,Bittersweet and Dark
1321,Ki' Xocolatl,Mexico,2009,Mexico,Dark,0.72,"5- B,S,C,V,L","sweet, vanilla domintates, nut",2.0,Disapointing,Bittersweet and Dark
1322,Kin + Pod,Canada,2020,Colombia,"Tumaco, batch 113",0.7,"3- B,S,C","poor finish, cocoa, grassy",3.25,Recommended,Bittersweet and Dark
1323,Kiskadee,U.S.A.,2014,Dominican Republic,"La Red, Guanconjeco",0.6,"2- B,S","gritty, overly sweet, citrus",3.0,Recommended,Semi-sweet and Dark
1324,Krak,Netherlands,2017,Belize,Belize,0.7,"2- B,S","gritty, sour, berries",3.0,Recommended,Bittersweet and Dark
1325,Krak,Netherlands,2017,Vietnam,Vietnam,0.7,"2- B,S","sticky, molasses, sour",3.0,Recommended,Bittersweet and Dark
1326,Krak,Netherlands,2017,Mexico,Xoconusco,0.7,"2- B,S","medium roast, nutty",3.25,Recommended,Bittersweet and Dark
1327,Krak,Netherlands,2018,Mexico,"Xoconusco, triple turned",0.7,"2- B,S","intense, high acidity",3.75,Highly Recommended,Bittersweet and Dark
1328,Krak,Netherlands,2018,Madagascar,Mava Sa Ferme D'ottange,0.7,"2- B,S","roasty, nutty",3.0,Recommended,Bittersweet and Dark
1329,Krak,Netherlands,2018,Philippines,Kablon Farm,0.7,"2- B,S","nuts, dried fruit, grassy",3.25,Recommended,Bittersweet and Dark
1330,Krak,Netherlands,2019,Papua New Guinea,Gazelle,0.7,"2- B,S","astringent, smomkey cocoa",3.25,Recommended,Bittersweet and Dark
1331,Krak,Netherlands,2019,Colombia,H. Betulia B6,0.7,"2- B,S","light color,",3.0,Recommended,Bittersweet and Dark
1332,Kto,U.S.A.,2014,Peru,San Martin,0.72,"2- B,S","intense, pungent, tangy",2.5,Disapointing,Bittersweet and Dark
1333,Kto,U.S.A.,2014,Venezuela,Ocumare,0.72,"3- B,S,C","nutty, pungent, sour",2.75,Disapointing,Bittersweet and Dark
1334,Kto,U.S.A.,2014,Belize,Belize,0.72,"3- B,S,C","nutty, sour milk",3.0,Recommended,Bittersweet and Dark
1335,Kto,U.S.A.,2014,Madagascar,Sambirano Valley,0.72,"3- B,S,C","strawberry, intense, sour",3.25,Recommended,Bittersweet and Dark
1336,Kto,U.S.A.,2014,Belize,Belize,0.9,"2- B,S","intense, spicy, pungent",3.25,Recommended,Very Bitter and Extra Dark
1337,Kto,U.S.A.,2014,Dominican Republic,Elvesia,0.72,"3- B,S,C","spicy, molasses, earthy",3.25,Recommended,Bittersweet and Dark
1338,Kto,U.S.A.,2014,Dominican Republic,ROIG,0.72,"3- B,S,C","earthy, fatty, tea",3.25,Recommended,Bittersweet and Dark
1339,K'ul,U.S.A.,2016,Haiti,"Kafupbo, Petit Bourg, De Borgnes",0.7,"4- B,S,C,L","spicy, vanilla, dairy",3.25,Recommended,Bittersweet and Dark
1340,K'ul,U.S.A.,2016,Peru,"Maranon, Fortunato No. 4",0.7,"4- B,S,C,L","astringent, unbalanced, off",2.75,Disapointing,Bittersweet and Dark
1341,K'ul,U.S.A.,2016,Brazil,"Bahia, Fazenda Camboa",0.7,"4- B,S,C,L","creamy, mild flavors",3.75,Highly Recommended,Bittersweet and Dark
1342,K'ul,U.S.A.,2016,Ecuador,"Los Rios, Hacienda Limon, Heirloom",0.7,"4- B,S,C,L",oranges,3.75,Highly Recommended,Bittersweet and Dark
1343,Kyya,U.S.A.,2014,Uganda,Uganda,0.725,"5-B,S,C,V,Sa","vanilla, earth, cardboard",2.5,Disapointing,Bittersweet and Dark
1344,Kyya,U.S.A.,2014,Dominican Republic,Hispaniola,0.725,"5-B,S,C,V,Sa","vanilla, candy-like, sour milk",3.0,Recommended,Bittersweet and Dark
1345,Kyya,U.S.A.,2014,Ecuador,Ecuador,0.725,"5-B,S,C,V,Sa","intense, bourbon, vanilla",2.5,Disapointing,Bittersweet and Dark
1346,Kyya,U.S.A.,2014,Madagascar,Madagascar,0.725,"5-B,S,C,V,Sa",mild vanilla and mild fruit,3.0,Recommended,Bittersweet and Dark
1347,L.A. Burdick (Felchlin),U.S.A.,2009,Madagascar,Madagascar,0.64,"5- B,S,C,V,L","smooth, rich, lemon",3.5,Highly Recommended,Semi-sweet and Dark
1348,L.A. Burdick (Felchlin),U.S.A.,2009,Bolivia,Bolivian,0.68,"5- B,S,C,V,L","rich, spice, cheese",3.0,Recommended,Semi-sweet and Dark
1349,L.A. Burdick (Felchlin),U.S.A.,2010,Grenada,Grenada,0.75,"5- B,S,C,V,L","creamy, cocoa, spice",3.25,Recommended,Bittersweet and Dark
1350,L.A. Burdick (Felchlin),U.S.A.,2010,Dominican Republic,Dominican Republic,0.74,"5- B,S,C,V,L","simple, rich hot cocoa",3.75,Highly Recommended,Bittersweet and Dark
1351,L.A. Burdick (Felchlin),U.S.A.,2010,Venezuela,Venzuela,0.71,"5- B,S,C,V,L","cocoa, nutty, acidic, burning",3.0,Recommended,Bittersweet and Dark
1352,L.A. Burdick (Felchlin),U.S.A.,2011,Ecuador,Quito,0.74,"5- B,S,C,V,L","spicy, roasty, coffee",3.75,Highly Recommended,Bittersweet and Dark
1353,L.A. Burdick (Felchlin),U.S.A.,2012,Peru,Peru,0.74,"5- B,S,C,V,L","floral, soapy, earthy",3.25,Recommended,Bittersweet and Dark
1354,L.A. Burdick (Felchlin),U.S.A.,2012,Brazil,Brazil,0.7,"5- B,S,C,V,L","creamy, woody, nutty",4.0,Outstanding,Bittersweet and Dark
1355,L.A. Burdick (Felchlin),U.S.A.,2012,Venezuela,Chuao,0.68,"5- B,S,C,V,L","berry, rich cocoa dominates",3.75,Highly Recommended,Semi-sweet and Dark
1356,La Cascade du Chocolat,U.S.A.,2019,Fiji,"Fiji, batch 51019",0.68,"3- B,S,C","unrefined, sweet, basic cocoa",3.0,Recommended,Semi-sweet and Dark
1357,La Chocolaterie Nanairo,Japan,2016,Peru,"Lumas, 2015 Harvest, Batch 6, brown sugar",0.7,,"molasses, cardboard, off note",2.25,Disapointing,Bittersweet and Dark
1358,La Chocolaterie Nanairo,Japan,2016,Peru,"Lumas, 2015 Harvest, Batch 7",0.7,,"metallic, cardboard, fruit",2.5,Disapointing,Bittersweet and Dark
1359,La Chocolaterie Nanairo,Japan,2016,Belize,"Belize, 2014 Harvest, Batch 9",0.7,,"nutty, fatty",3.0,Recommended,Bittersweet and Dark
1360,La Chocolaterie Nanairo,Japan,2016,Peru,"Tumbes, 2013 Harvest, Batch 8",0.7,,"grit, earthy, musty",3.0,Recommended,Bittersweet and Dark
1361,La Chorena,U.S.A.,2018,Dominican Republic,Oko Caribe,0.7,"2- B,S","anise, spicy, earthy",3.0,Recommended,Bittersweet and Dark
1362,La Chorena,U.S.A.,2018,Peru,Maranon,0.75,"2- B,S","earthy, molasses, dried fruit",3.0,Recommended,Bittersweet and Dark
1363,La Chorena,U.S.A.,2018,Belize,"Maya Mtn, Toledo",0.7,"4- B,S,C,L","molasses, high acidity",3.25,Recommended,Bittersweet and Dark
1364,La Chorena,U.S.A.,2018,Guatemala,"Lachua, Cacao Verapaz",0.7,"2- B,S","tart, molasses, grits",3.25,Recommended,Bittersweet and Dark
1365,La Feverie (Hasnaa),France,2018,Belize,"Maya Mtn, 2017 harvest",0.7,"2- B,S","fruit, cocoa, grape",3.5,Highly Recommended,Bittersweet and Dark
1366,La Feverie (Hasnaa),France,2018,Guatemala,"Asochivite, 2017 harvest",0.7,"2- B,S","dry, melon, cocoa",3.5,Highly Recommended,Bittersweet and Dark
1367,La Feverie (Hasnaa),France,2019,Peru,"Piura Blanco, 2018 harvest",0.72,"2- B,S","sandy, grapes",3.5,Highly Recommended,Bittersweet and Dark
1368,La Maison du Chocolat (Valrhona),France,2008,Blend,"Cuana, 2008, Ven., Indonesia, Ecuad.",0.74,"4- B,S,C,L","roasty, dark berry, rich",3.5,Highly Recommended,Bittersweet and Dark
1369,La Maison du Chocolat (Valrhona),France,2009,Ghana,Akosombo,0.68,"4- B,S,C,L","rich cocoa, burning sensation",3.25,Recommended,Semi-sweet and Dark
1370,La Maison du Chocolat (Valrhona),France,2009,Venezuela,"Porcelana, Pariguan",0.69,"4- B,S,C,L","nutty, grassy, rich cocoa",3.5,Highly Recommended,Semi-sweet and Dark
